468;424
534;430
534;434
336;456
582;460
678;462
1170;468
546;470
402;476
306;477
582;483
396;620
540;621
486;674
360;762
474;776
588;1085
420;1134
414;1190
438;1242
504;1340
666;1870
582;1874
606;1878
516;1882
426;1891
504;1892
600;1897
546;1911
540;1914
570;1917
522;1920
420;2103
1020;2180
564;2182
336;2198
600;2204
426;2205
354;2206
480;2220
456;2516
702;2638
372;2701
474;3321
438;3322
342;3325
384;3328
468;3329
492;3331
1080;3336
612;3337
378;3338
312;3341
558;3346
546;3350
690;3603
648;3605
246;3612
606;3625
522;3633
606;3641
474;4000
672;4010
540;4023
498;4036
408;4043
420;4064
372;4118
570;4163
510;4184
582;4756
954;4759
420;4763
462;4772
546;4774
402;4775
516;4777
516;4780
600;4796
396;5041
594;5042
588;5061
576;5078
330;5079
282;5280
420;5310
342;5415
570;5471
276;5513
342;5563
270;5591
480;5632
498;6184
240;6186
450;6188
576;6190
378;6195
456;6198
432;6214
498;6222
534;6229
318;6232
360;6238
330;6239
432;6305
258;6484
504;6498
462;6507
462;6518
456;6536
534;6891
618;6900
492;6934
282;7018
300;7036
378;7044
1104;7621
516;7625
396;7629
486;7642
354;7655
396;7667
450;7676
432;7690
366;7702
312;7703
576;7716
528;7721
498;7723
690;7730
516;7733
570;7738
438;8001
546;8072
552;8190
456;8210
576;8444
432;8451
414;8559
582;9068
528;9075
498;9094
498;9109
630;9113
366;9146
1104;9154
684;9156
324;9161
660;9164
456;9173
528;9174
708;9269
276;9297
426;9327
402;9556
612;9573
606;9582
504;9585
570;9604
516;9606
666;9638
510;9684
474;9714
582;9868
576;9925
570;9935
462;10014
462;10510
588;10511
522;10514
612;10515
564;10517
558;10528
564;10532
414;10536
498;10538
480;10545
324;10548
408;10803
420;10805
306;10826
300;10832
468;10859
342;11083
540;11188
636;11191
636;11231
702;11242
474;11306
378;11399
528;11850
558;11945
426;11952
516;11955
492;11961
654;11962
504;11963
474;11964
858;11968
1014;11969
504;11978
642;11979
588;11983
498;11987
666;11988
360;11989
372;11990
348;11995
606;12003
966;12253
336;12299
432;12325
402;12351
588;12420
318;12437
372;12604
306;12653
534;12709
336;12733
636;12760
624;12765
558;12770
516;12806
342;12809
342;13381
504;13386
480;13391
468;13395
546;13398
450;13400
1122;13405
606;13409
552;13414
414;13415
498;13420
432;13424
480;13431
282;13433
420;13454
426;13502
570;13588
678;13683
402;13685
354;13688
594;13698
462;13754
534;14063
630;14082
702;14091
498;14183
468;14214
546;14222
354;14246
354;14268
414;14275
594;14312
408;14828
552;14845
618;14849
600;14850
294;14853
492;14856
618;14867
372;15124
456;15131
450;15137
510;15159
426;15170
552;15508
546;15529
378;15562
360;15601
492;15656
450;16266
552;16270
462;16275
492;16282
408;16283
462;16307
456;16308
528;16317
384;16564
576;16568
594;16572
462;16575
648;16591
348;16822
606;16931
576;17065
480;17086
618;17143
606;17144
420;17147
390;17709
1002;17714
606;17732
414;17741
696;17748
438;17749
282;17761
780;17786
366;17788
1170;17789
492;17794
480;17811
516;17970
678;17974
468;18018
480;18046
564;18047
528;18091
522;18098
582;18149
636;18231
510;18243
414;18245
450;18260
540;18267
462;18280
486;18297
564;18320
270;18482
630;18533
294;18546
402;18567
522;18605
594;18637
642;18641
432;18814
672;19073
582;19137
426;19143
564;19158
444;19161
330;19164
432;19170
528;19177
570;19187
624;19193
468;19196
606;19204
684;19221
648;19253
510;19255
702;19463
336;19582
330;19638
342;19646
534;19666
702;19674
594;19675
690;19679
378;19684
444;19690
582;19723
408;19730
342;19735
420;19905
600;19922
606;20069
306;20087
360;20090
624;20154
528;20288
414;20581
630;20582
648;20593
630;20603
372;20605
372;20608
516;20609
1122;20613
474;20614
804;20619
1122;20620
570;20623
492;20624
516;20630
654;20639
348;20738
396;20749
636;20903
516;20909
276;20933
252;21340
486;21342
432;21443
456;21460
462;21467
588;21473
420;22021
498;22024
522;22028
420;22033
342;22042
588;22048
852;22050
474;22053
714;22054
918;22056
606;22057
642;22058
648;22073
564;22074
456;22080
486;22265
564;22310
462;22322
534;22324
450;22337
480;22350
504;22379
486;22488
342;22684
432;22694
420;22704
462;22705
1056;22715
486;22835
1014;23476
480;23478
498;23479
684;23481
480;23485
546;23487
954;23488
522;23491
486;23497
522;23500
486;23506
342;23511
918;23513
582;23517
384;23518
366;23604
390;23615
576;23787
426;23797
486;23801
330;23907
396;23947
618;24070
672;24189
318;24269
450;24905
564;24929
384;24930
750;24939
456;24945
1104;24946
528;24950
324;24955
480;24957
516;24959
408;25205
552;25213
558;25230
672;25256
396;25585
396;25609
390;25626
588;25737
288;26341
390;26352
378;26353
324;26354
324;26356
402;26358
534;26359
828;26361
396;26362
576;26364
546;26365
816;26370
558;26376
528;26380
480;26384
372;26389
378;26394
570;26397
354;26399
486;26657
444;26671
450;26693
468;26715
426;26813
432;26902
522;27056
528;27181
654;27216
546;27528
564;27770
444;27784
552;27792
318;27803
378;27804
294;27820
558;27824
636;27830
342;27831
480;27834
714;27844
1044;27847
636;27852
462;27853
648;27861
480;27881
420;27891
558;27896
570;27897
396;27898
504;27940
282;27975
492;27988
462;28089
504;28136
444;28177
480;28180
582;28249
282;28263
954;28268
534;28310
462;28370
618;28506
462;28516
306;28563
474;28629
624;28868
516;28990
354;29089
414;29221
468;29222
294;29231
600;29253
594;29257
354;29258
504;29266
492;29283
576;29295
600;29296
354;29299
600;29309
360;29315
402;29332
438;29651
366;29703
414;29705
282;29707
570;29736
546;29750
510;29757
612;29777
558;29781
540;29792
414;29793
342;29802
486;29910
456;29973
462;29996
558;30007
414;30017
492;30056
258;30165
486;30176
486;30194
978;30663
504;30664
546;30666
444;30674
582;30678
426;30679
594;30685
444;30694
426;30702
540;30706
282;30708
552;30712
378;30714
486;30985
516;31003
678;31020
288;31052
498;31198
462;31359
450;31414
606;31533
702;31539
570;31549
588;32103
444;32115
480;32118
606;32123
630;32132
462;32133
858;32134
1116;32137
504;32139
672;32147
816;32149
372;32150
888;32154
360;32281
492;32416
444;32455
294;32795
480;32854
414;32860
522;32870
1056;32898
522;32972
456;33543
504;33558
264;33559
528;33562
552;33566
552;33569
480;33573
600;33578
534;33582
666;33591
516;33791
360;33843
468;33881
270;33887
684;33900
432;34205
510;34210
336;34436
438;34989
684;34990
